artist, artist_normalized
"Taylor Hawkins & The Coattail Riders","Taylor Hawkins and The Coattail Riders"
"Taylor Rae ","Taylor Rae"
"Taylor Shift","Taylor Swift"
"Taylor Swift ","Taylor Swift"
"Tbe Replacements","Replacements"
"T‐Bone Burnett","T Bone Burnett"
"T Bone Burnette","T Bone Burnett"
"T Bone Walker","T-Bone Walker"
"T-Bone Walker ","T-Bone Walker"
"T‐Bone Walker","T-Bone Walker"
"T. Celeste","Celeste"
"Tchaikovsky","Bram Tchaikovsky"
"T Double","Double"
"Teacher Teacher","Night Teacher"
"Teagan and Sara","Tegan and Sara"
"Teagan And Sara","Tegan And Sara"
"Teagan & Sara","Tegan & Sara"
"Tear For Fears","Tears For Fears"
"Tears For Fairs","Tears For Fears"
"Tears for Fears ","Tears for Fears"
"Tears for Fears   ","Tears for Fears"
"Tears For Fears ","Tears For Fears"
"Teaxs Tornadoes","Texas Tornadoes"
"Teaxs Tornados","Texas Tornados"
"Tech Talk","Talk Talk"
"Ted Destroyer","Destroyer"
"Teddy and The Rough Riders","Teddy and the Rough Riders"
"Teddybbears","Teddybears"
"Teddy Edwards","Teddy Edwards Octet"
"Teddy Grosman","Teddy Grossman"
"   Teddy Thompson","Teddy Thompson"
"Teddy Thompson And Kelly Jones","Teddy Thompson and Kelly Jones"
"Teddy Thompson & Kelly Jones","Teddy Thompson and Kelly Jones"
"Teddy Thompson Rufus Wainwright","Teddy Thompson & Rufus Wainwright"
"Teddy Thomson & Kelly Jones","Teddy Thompson and Kelly Jones"
"Teddy Thomspon","Teddy Thompson"
"Tedeschi Truck Band","Tedeschi Trucks Band"
"Tedeschi Trucks","Tedeschi Trucks Band"
"Tedeschi trucks Band","Tedeschi Trucks Band"
"Tedeschi /Trucks Band","Tedeschi Trucks Band"
"Tedeschi Trucks  Band","Tedeschi Trucks Band"
"Tedeschi Trucks Band ","Tedeschi Trucks Band"
"Tedeschi Trucks Band      ","Tedeschi Trucks Band"
"Tedeschi/Trucks Band","Tedeschi Trucks Band"
"Tedesci Trucks Band","Tedeschi Trucks Band"
"Tedeshi Trucks Band","Tedeschi Trucks Band"
"Tedeski Trucks Band","Tedeschi Trucks Band"
"  Ted Hawkins","Ted Hawkins"
" Ted Hawkins","Ted Hawkins"
"Ted Leo ","Ted Leo"
"Ted Leo and the Pharamacists","Ted Leo and the Pharmacists"
"Ted Leo and The Pharmacist","Ted Leo and The Pharmacists"
"Ted Leo & Pharmacists","Ted Leo & the Pharmacists"
"Ted Leo / Pharmacists","Ted Leo/Pharmacists"
"Ted Leo + the Pharmacists","Ted Leo & the Pharmacists"
"Ted Leo + The Pharmacists","Ted Leo & The Pharmacists"
"Ted Leo/The Pharmacists","Ted Leo & The Pharmacists"
"Teenage Bottlerocket","Teenage Bottle Rocket"
"Teenage Fanclub           ","De La Soul / Teenage Fanclub"
"Teenage Fanclub and De La Soul","De La Soul / Teenage Fanclub"
"Teenage Fanclub and De La Soul ","De La Soul / Teenage Fanclub"
"Teenage Fanclub And De La Soul","De La Soul / Teenage Fanclub"
"Teenage Fanclub & De La Soul","De La Soul / Teenage Fanclub"
"Teenage Prayers","The Teenage Prayers"
"Teen Idles","The Teen Idles"
"Teen Queens","The Teen Queens"
"Teezo TouchDown","Teezo Touchdown"
"Tegan And Sarah","Tegan And Sara"
"Tegan n Sara","Tegan and Sara"
"Teh Dirt Daubers","Dirt Daubers"
"Tei Shei","Tei Shi"
"Telefone Tel Aviv","Telefon Tel Aviv"
"Telefopn Tel Aviv","Telefon Tel Aviv"
"Telekinesis ","Telekinesis"
"Telekinesis!","Telekinesis"
" Tele Novella","Tele Novella"
"Telepopmusic","Telepopmusik"
"Telepopopmusik","Telepopmusik"
"Telescopes","The Telescopes"
"Television ","Television"
"Television  ","Television"
"Television (!)","Television"
"Television`","Television"
"television personalities","Television Personalities"
"Television Personalities.","Television Personalities"
"Television Personality","Television Personalities"
"Television Set","Television"
"Televison","Television"
"Televison Personalities","Television Personalities"
"Televsion","Television"
"Televsion Personalities","Television Personalities"
"Teltelefon Tel Aviv","Telefon Tel Aviv"
"Telvision","Television"
"Tempatations","Temptations"
"Temper Temper","The Temper Trap"
"Temper Trap","The Temper Trap"
"Temple","Temples"
"Temples ","Temples"
"Temptations, The","The Temptations"
"Ten Commandos","The Commandos"
"Tenessee Ernie Ford","Tennessee Ernie Ford"
"Tennessee Ernie","Tennessee Ernie Ford"
"Tennessee Ernie Forc","Tennessee Ernie Ford"
"""Tennessee"" Ernie Ford","Tennessee Ernie Ford"
"Tennessee Ernie Ford ","Tennessee Ernie Ford"
"Tennessee Freedom Singers","The Tennessee Freedom Singers"
"Tennesse Ernie Ford","Tennessee Ernie Ford"
"Tennis ","DJ Tennis"
"Tensake","Tensnake"
"Tensanake","Tensnake"
"Ten Ten","Ten Benson"
"Teo Leo & the Pharmacists","Ted Leo & the Pharmacists"
"Terakraft","Terakaft"
"Terance Martin","Terrace Martin"
"Terence Martin","Terrence Martin"
"Terence Trent Darby","Terence Trent D'arby"
"Terence Trent D'Arby,","Terence Trent D'Arby"
"Terence Trent D\'Arby","Terence Trent D'Arby"
"Terence Trent D’Arby","Terence Trent D'Arby"
"Terence Trent DArby","Terence Trent D'Arby"
"Teresa Christina","Teresa Cristina"
"Terrace Martin, Robert Glasper, 9th Wonder & Kamasi Washington","Terrace Martin Robert Glasper 9th Wonder & Kamasi Washington"
"Terrace Martin, Robert Glasper, 9th Wonder, Kamasi Washington","Terrace Martin Robert Glasper 9th Wonder & Kamasi Washington"
"Terrakaft","Terakaft"
"Terrance Martin","Terrace Martin"
"Terrence Blanchard/ Donald Harrison","Terence Blanchard and Donald Harrison"
"Terrence Trent D'Arby","Terence Trent D'Arby"
"Terror Fabulous, Nadine Sutherland","Terror Fabulous and Nadine Sutherland"
"Terry Allen   and the Panhandle Mystery  Band","Terry Allen and the Panhandle Mystery Band"
"Terry Allen And The Panhandle Mystery Band","Terry Allen and the Panhandle Mystery Band"
"Terry Allen & The Panhadle Mystery Band","Terry Allen and the Panhandle Mystery Band"
"Terry Allen & the Panhandle Mystery Band","Terry Allen and the Panhandle Mystery Band"
"Terry Allen & The Panhandle Mystery Band","Terry Allen and the Panhandle Mystery Band"
"  Terry Calier","Terry Callier"
"Terry callier","Terry Callier"
" Terry Callier","Terry Callier"
"Terry Hall","Tery Hall"
"Terry Jack","Terry Jacks"
"Terry Snyder and the All Stars","Terry Snyder & and The All Stars"
"Terry Snyder & The All Stars","Terry Snyder & and The All Stars"
"Tery Presume","Terry Presume"
"Teskey Brothers","The Teskey Brothers"
"Têtes Noires","Tetes Noires"
"Texas Is the Reason","Texas Is The Reason"
"Tha Dogg Pound","Dogg Pound"
"Thahiti 80","Tahiti 80"
"Thalia Zedek","Thalia Zedek Band"
"Thalo Santana"," Santana "
"Thank You, I'm Sorry","Thank You I'm Sorry"
"Thank You, Im Sorry","Thank You I'm Sorry"
"Thank You Thank You","Thank You I'm Sorry"
"Thao And Mirah","Thao and Mirah"
"Thao and the Get Down and Stay Down","Thao and the Get Down Stay Down"
"Thao And The Get Down Stay Down","Thao and The Get Down Stay Down"
"Thao & MIrah","Thao & Mirah"
"Thao & The Get Down Stay Down","Thao & the Get Down Stay Down"
"Thao & The Get Down Stay Down ","Thao Nguyen & The Get Down Stay Down"
"Thao & The Get Down, Stay Down","Thao & the Get Down Stay Down"
"Thao& The Get Down Stay Down","Thao & the Get Down Stay Down"
"Thao With the Get Down Stay Down","Thao with the Get Down Stay Down"
"Thao With The Get Down Stay Down","Thao with The Get Down Stay Down"
"Thao w/ the Get Down Stay Down","Thao & the Get Down Stay Down"
"T Hardy Morris","T. Hardy Morris"
"T. Hardy Morris & The Outfit","T. Hardy Morris and The Outfit"
"Th Association","The Association"
"That Dog.","That Dog"
"That Pink Floyd","Pink Floyd "
"Th Beatles","The Beatles"
"The 006","The The"
"The 012","The The"
"The #1","The The"
"The 10:04s","The The"
"The 1004s","The The"
"The 101","The The"
"The 101'ers","The 101ers"
"The 101Ers","The The"
"The 13th Floor Elevators","13th Floor Elevators"
"The 1-4-5s","The The"
"The 14ers","The The"
"The 180 Gs","The The"
"The 180G’s","The The"
"The 180Gs","The The"
"The 1860 Band","The  Band"
"The 1865","The The"
"The 1900s","The The"
"The 1974","The The"
"The 1975 ","The 1975"
"The 1978ers (yU & Slimkat)","The 1978ers (yU and Slimkat)"
"The 1981","The The"
"The 1990'S","The The"
"The #1s","The The"
"The 2070s","The The"
"The 2070'S","The The"
"The 21st","The The"
"The 22-20s","The The"
"The 222s","The The"
"The 29'ers","The The"
"The 2 Live Crew","2 Live Crew"
"The 2x4's","The The"
"The 2x4s","The The"
"The 3 1/2","The The"
"The 317","The The"
"The 31st","The The"
"The 3D's","The The"
"The 3Ds","The The"
"The 3 Sounds","The Sounds"
"The 3 Tops","The The"
"The 4","The The"
"The 427's","The The"
"The 427's ","The The"
"The 427’s","The The"
"The 427s","The The"
"The 4411","The The"
"The 45s","The The"
"The 49Ers","The The"
"The 4 C's","The The"
"The 4 Flops","The Flops"
"The 4Onthefloor","The 4onthefloor"
"the 5.6.7.8's","The 5.6.7.8's"
"The 5.6.7.8’s","The 5.6.7.8's"
"The 5678's","The The"
"The 5678s","The The"
"The 5.6.7.8.'s","The 5.6.7.8's"
"The 5.6.7.8S","The 5.6.7.8'S"
"The 5 C's","The The"
"The 5 Heartbeats","The Heartbeats"
"The 5 keys","The The"
"The 5 Keys","The The"
"The ""5"" Royales","The 5 Royales"
"The ''5'' Royales","The '5' Royales"
"The 5 Shades","The Shades"
"the 5th Dimension","The 5th Dimension"
"The 5th Dimension ","The 5th Dimension"
"The 667's","The The"
"The 66'ers","The The"
"The 69ers","The The"
"The 6th","The The"
"The 6ths","The The"
"The 6Ths","The The"
"The 7:45s","The The"
"The757s","The 757s"
"The 7A3","The The"
"The 7 Days","The The"
"The 80s","The The"
"The 81s","The The"
"The 86's","The The"
"The 88's","The The"
"The 88s","The The"
"The 88S","The The"
"The 8th Wonders","The Wonders"
"The 99ers ","The 99ers"
"The 99Ers","The The"
"The 9th Creation","The Creation"
"The 9th Ward Marching Band","9th Ward Marching Band"
"The A-440","The The"
"The Abbysinians","The Abyssinians"
"The Abbyssinians","The Abyssinians"
"The Abodox","The The"
"The Above","Above The Law"
"The ABs","The The"
"The Abused","The The"
"The Abysinnians","The Abyssinians"
"The Abyss","The The"
"The Abyssians","The Abyssinians"
"The Abyssinnians","The Abyssinians"
"The A-Cads","The The"
"The Accent","The Accents"
"The Accidental","The Accidentals"
"  The Accidentals","The Accidentals"
" The Accidentals","The Accidentals"
"The Accidents","The Accidentals"
"The Ace","The The"
"The Aces","The The"
"The Acorn","The The"
"The Acots","The The"
"The Act","The The"
"The Action","The The"
"The Actor","The The"
"The Adeles","The The"
"The Adicts","The The"
"The Adored","The The"
"The ADs","The The"
"The Adults","The The"
"The Advant","The The"
"The Advent","The The"
"The Advisory Circe","The Advisory Circle"
"The Advisory CIrcle","The Advisory Circle"
"The Afex","The The"
"The Affair","The The"
"The Afgan Whigs","The Afghan Whigs"
"The Afghan Whigs ","The Afghan Whigs"
"The Afghan Wigs","The Afghan Whigs"
"The Afghan Wings","The Afghan Whigs"
"The A  Frames","The Frames"
"The A Frames","The Frames"
"The Afro-Cuban All Stars","Afro-Cuban All Stars"
"The Afros","The The"
"The Age","The The"
"The Agents","The The"
"The Agnes Circle","Circle Circle"
"The Agnews","The The"
"The Ah","The The"
"The Ahs","The The"
"The AI Beatles"," The Beatles "
"The Aikiu","The The"
"The Aints","The The"
"The Aints!","The The"
"The Airborne Toxic Event ","The Airborne Toxic Event"
"The AirborneToxic Event","The Airborne Toxic Event"
"The Airborne Toxi Event","The Airborne Toxic Event"
"The A-Jaes","The The"
"The AKAs","The The"
"The Akulas","The The"
"The Albees","The The"
"The Albert","The The"
"The Album Leaf ","The Album Leaf"
"TheAliens","The Aliens"
"The Aliis","The The"
"The Allah-Las","Allah-Las"
"The Allen Brothers","The Allman Brothers"
"The Allies","The The"
"The Allman Borthers Band","The Allman Brothers Band"
"The Allman Brother","The Allman Brothers"
"The Allman brothers","The Allman Brothers"
"The Allman Brothers ","The Allman Brothers"
"The Allman Brothers       ","The Allman Brothers"
"The Allmann Brothers","The Allman Brothers"
"The Almost","The The"
"The Aloof","The The"
"The Alps","The The"
"The Alt","The The"
"The Altecs","The The"
"The Altons","The The"
"The Aluminium Group","The Aluminum Group"
"The Alumni","The The"
"The Alvans","The The"
"The Aly-Us","The The"
"The Am","The The"
"The Amazing ","The Amazing"
"The Amazing Mets","The Amazing"
"The Ambassador","Blitz The Ambassador"
"The Ambers","The The"
"The Americans","Jay & The Americans"
"The Ameros","The The"
"The Ames Brothers","The Brothers"
"The Amigos","The The"
"The AM's","The The"
"The Amuser","The The"
"The Anals","The The"
"The Ananda Project","Ananda Project"
"The Ananga Professionals","The Professionals"
"The Anansa Professionals","The Professionals"
"The And Band","The  Band"
"The Andrea True Connection","Andrea True Connection"
"The Andrew Oldham Orchestra","Andrew Oldham Orchestra"
"The Andrew Sisters","The Andrews Sisters"
"The Andrews Sisters and Bing Crosby","Bing Crosby and The Andrew Sisters"
"The Angel","The The"
"The Angelos","The Angels"
"The Angies","The The"
"The Animals ","The Animals"
"The Animals               ","The Free Design: Super Furry Animals"
"The Animaniacs","Animaniacs"
"The ANMLS","The The"
"The Answer","The The"
"The Anti Groupies","The Groupies"
"The Antlers ","The Antlers"
"The Anubian Lights","Anubian Lights"
"The Apemen","The The"
"The Apes","The The"
"The Apex","The The"
"The Aphex Twin","Aphex Twin"
"The Apple","The The"
"The Apples","The The"
"The Apples in stereo","The Apples in Stereo"
"The Aptics","The The"
"The Apx","The The"
"The APX","The The"
"The Aqua Velvets","Aqua Velvets"
"The Arabs","The The"
"The Arbors","The The"
"The Arc","The The"
"The Arcade F ire","The Arcade Fire"
"The Arc Angels","The Angels"
"The ARC Choir","The Choir"
"The Archer","The The"
"The Architect","Erick The Architect"
"The Archives","The Archies"
"The Arcs ","The Arcs"
"The Ardels","The The"
"The Are","The The"
"The Argoes","The The"
"The Argons","The The"
"The Ariel","The The"
"The Arirborne Toxic Event","The Airborne Toxic Event"
"The Ark","The The"
"The Arm","The The"
"The Arsonist","The Arsonists"
"The Art","The The"
"the Art Ensemble of Chicago","Art Ensemble of Chicago"
"The Art Ensemble of Chicago","Art Ensemble of Chicago"
"The Artist","The The"
"the Art Of Noise","Noise Noise Noise"
"TheArt of Noise","The Art of Noise"
"The Art Of Noise","Noise Noise Noise"
"The A's ","The A's"
"The A;s","The The"
"The A’s","The The"
"The As","The The"
"The Ascots","The The"
"The Ashes","The The"
"The association","The Association"
"The Associationn","The Association"
"The Asteroid Galaxy Tour","The Asteroids Galaxy Tour"
"The Asteroids Galaxy Tou","The Asteroids Galaxy Tour"
"The Astroanuts","The Astronauts"
"The Astroids Galaxy Tour","The Asteroids Galaxy Tour"
"The Astronauts ","The Astronauts"
"The Astros","The The"
"The Astro Zombies","The Zombies "
"the Asylum Street Spankers","The Asylum Street Spankers"
"The Ataris","The The"
"The A Team","The The"
"The A-Team","The The"
"The Atilla","The The"
"The Atlanta Rhythm Section","Atlanta Rhythm Section"
"The Atlas Sound","Atlas Sound"
"The Atoms","The The"
"Theatre of Hate","Theatre Of Hate"
"The Attack","The The"
"The Attic","The The"
"The Attire","The The"
"The Audible Doctor","Audible Doctor"
"The Aurora","The The"
"The Austronauts","The Astronauts"
"The Automatic","Automatic"
"The Autumn Defence","The Autumn Defense"
"  The  Autumn Defense","The Autumn Defense"
"  The Autumn Defense","The Autumn Defense"
"The Avalaches","The Avalanches"
"The Avalances","The Avalanches"
"The Avalanchers","The Avalanches"
"The Avalanches ","The Avalanches"
"The Avalnanches","The Avalanches"
"The Avenger","The Avengers"
"The Avengers VI","The Avengers"
"The Average White Band","Average White Band"
"The Avett brothers ","The Avett Brothers "
" The Avett Brothers","The Avett Brothers"
"The Avett Brothers        ","Johnny Cash feat. The Avett Brothers"
"The Avett Brothers�","The Avett Brothers"
"The Avions","The The"
"The Avons","The The"
"The Awesome Color","Awesome Color"
"The Awesome Snakes","Awesome Snakes"
"The Ax","The The"
"The Ayett Brothers","The Avett Brothers"
"The A'z","The The"
"The Aztecs","The The"
"the B-52s","the B-52's"
"The b-52's","The The"
"The B 52's","The The"
"The B 52s","The The"
"The B-52s","The The"
"The B-52;s","The The"
"The B-52’s","The The"
"The B‐52's","The The"
"The B‐52’s","The The"
"The B‐52s","The The"
"The B52's","The The"
"The B52s","The The"
"The B 52'S","The The"
"The B-52""S","The The"
"The B-52'S","The The"
"The B52'S","The The"
"the Baba Brooks Band","The Baba Brooks Band"
"The Babeez","The The"
"The Babe Rainbow","Babe Rainbow"
"The Babies","The The"
"The Baboons ","The Bamboos "
"The Baby","The The"
"The Babys ","The Babys"
"The Bach Revolution","The Revolution"
"The Bachs","The The"
"The Bacon Brothers","The Waco Brothers"
"The Bad Brains","Bad Brains"
"the Bad Livers","Bad Livers"
"The Bad Plug","The Bad Plus"
"The Bad Plus Joined by Wendy Lewis","The Bad Plus joined by Wendy Lewis"
"The Bad Seeds","The Seeds"
"The Bag","The The"
"The Baggys","The The"
"The Bags","The The"
"The Bailes Brothers","The Blues Brothers"
"The Baker","The The"
"The Baker Brothers","The Walker Brothers"
"The Balanescu Quartet","Balanescu Quartet"
"The Balck Angels","The Angels "
"The Ballet","The The"
"The Ballroom Thieves","Ballroom Thieves"
"The Ban","The The"
"The band","The The"
"The Band                 ","Bob Dylan and The Band"
"The Band & Bob Dylan","Bob Dylan & The Band"
"The Band Lady","The  Band"
"The Band of Bees","Band of Bees"
"The Band of Endless Noise","Noise Noise Noise"
"The Band of Heathens ","The Band of Heathens"
"The Band of Skulls","Band of Skulls"
"The Bang","The The"
"The Bang Gang","Bang Gang"
"The Bangs","The The"
"The Banned","The The"
"The Banner","The The"
"The Bar","The The"
"The Baracudas","The Barracudas"
"The Barbaras","The Barbarians"
"The Bards","The The"
"The Bar Kays","The Bar-Kays"
"The Bar‐Kays","The Bar-Kays"
"The Bar-Keys","The Bar-Kays"
"The Barons","The The"
"The Ba-Roz","The The"
"The Barracuda","The Barracudas"
"  The Barr Brothers ","The Barr Brothers"
"The Barreracudas","The Barracudas"
"The Barrier Brothers","The Barr Brothers"
"The Barrino Brothers","The Barr Brothers"
"The Barrys","The The"
"The Baseball Projects","The Baseball Project"
"The Basement Jaxx","Basement Jaxx"
"The Bastard Noise","Noise Noise Noise"
"The Batch","The The"
"The Batteries","Batteries"
"The Bay City Rollers","Bay City Rollers"
"The Baymen","The The"
"The Bays","The The"
"The B-Band","The The"
"The B-Boys","The The"
"The BB&Q Band","The  Band"
"The BBQ Band","The  Band"
"The BCrew","The The"
"The Beach","The The"
"The Beach Boy","The Beach Boys"
"The Beach Boy.","The Beach Boys"
"The Beach  Boys","The Beach Boys"
"The Beach ;Boys","The Beach Boys"
"The Beach Boys","The Beach Boys"
"TheBeachBoys","The Beach Boys"
"The Beach BVoys","The Beach Boys"
"The Beachers","The Beaches"
"The Beachles","The Beaches"
"The Bear Brothers","The Brothers"
"The Beards","The The"
"The Bea’s","The The"
"The Beas","The The"
"The Beast","The The"
"The Beastie Boys","Beastie Boys"
"The Beat Connection","Beat Connection"
"The Beat Happening","Beat Happening"
"The Beatle","The Beatles"
" The Beatles"," The Beatles "
